DISTRICT NUMBER,DISTRICT NAME,YEAR,ALL FUNDS-LOCAL TAX REVENUE FROM M&O,ALL FUNDS-STATE REVENUE,ALL FUNDS-OTHER LOCAL & INTERMEDIATE REVENUE,ALL FUNDS-LOCAL PROPERTY TAXES FROM I&S,ALL FUNDS-STATE DEBT FUNDS,ALL FUNDS-OTHER RECEIPTS,ALL FUNDS-DEBT SERVICE FINANCING RELATED REVENUE,Revenue Sum,Revenue Sum w/ Debt,REPORT_CHARTER_STATUS,2018-2019 ADA,REGION,COUNTY,Asian,Black or African American,Hispanic/Latino,Two or more races,White,American Indian or Alaska Nat,Native Hawaiian/Other Pacific,Total Ethnicity,District 2019 Overall Rating,District 2019 Overall Scaled Score,Student Achievement Rating,Student Achievement Scaled Score,School Progress Resolved Rating,School Progress Resolved Scaled Score,Closing the Gaps Rating,Closing the Gaps Scaled Score,Rated Under AEA Procedures,Charter Operator,New Charter Operator,Residential Treatment Facility,Single District Campus - PEIMS,# Enrolled in Grades 3-12,% Enrolled in Grades 3-12,All Students Count,# Economically Disadvantaged,% Economically Disadvantaged,# LEP Students,% LEP Students,# Special Education,% Special Education,# Enrolled in Early College High School,% Enrolled in Early College High School,# Pathways in Technology ECHS,% Pathways in Technology ECHS,# Enrolled in a T-Stem Academy,% Enrolled in a T-Stem Academy,Total AEA Bonus Points Received,AEA Bonus Graduation or Dropout Rate Used,AEA Bonus GRAD/CCMR Points Received,AEA Bonus STAAR Percentage,AEA Bonus STAAR Points Received,Any Change due to Appeal,Number of Consecutive Years Improvement Required (IR),County Name,County #,Postsecondary Readiness Distinction,"Final Rating Update Status: 1 = Appeal granted, 2 = Rating update to 'Q' - Not Rated due to Data Integrity issue",STAAR Component Raw Score,STAAR Component Scaled Score,CCMR Component Raw Score,CCMR Component Scaled Score,Graduation Rate Component Raw Score,Graduation Rate Component Scaled Score,Academic Growth Raw Score
210901,CENTER ISD,2019,6356082,16933374,899727,1334120,482063,49597,0,26054963,26054963,Traditional ISD/CSD,"2,386.833",7,SHELBY COUNTY,66,517,1153,48,843,1,1,2629,B,80,C,75,B,81,C,78,N,N,N,N,N,1825,69.599999999999994,2622,2121,80.9,797,30.4,297,11.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,SHELBY,'210,0,NA,44,75,46,75,93.6,75,70
210902,JOAQUIN ISD,2019,2258054,4881155,332505,877164,151170,0,0,8500048,8500048,Traditional ISD/CSD,606.992,7,SHELBY COUNTY,1,32,107,12,517,2,0,671,B,88,B,88,A,91,B,82,N,N,N,N,N,516,77.2,668,426,63.8,47,7,120,18,0,0,0,0,0,0,.,.,.,.,.,NA,.,SHELBY,'210,0,NA,52,83,68,92,96.4,90,67
210903,SHELBYVILLE ISD,2019,2450162,4792131,257148,148663,15854,6075,0,7670033,7670033,Traditional ISD/CSD,711.650,7,SHELBY COUNTY,2,148,100,18,510,5,0,783,B,89,A,90,A,90,B,85,N,N,NA,N,Y,.,.,782,497,63.6,45,5.8,81,10.4,0,0,.,.,.,.,.,.,.,.,.,NA,.,SHELBY,'210,NA,NA,53,80,74,94,100,100,69
210904,TENAHA ISD,2019,1128537,4717465,196858,133881,102681,7585,0,6287007,6287007,Traditional ISD/CSD,502.162,7,SHELBY COUNTY,0,131,231,21,159,0,0,542,B,84,B,84,B,85,B,80,N,N,NA,N,Y,.,.,542,473,87.3,110,20.3,81,14.9,0,0,.,.,.,.,.,.,.,.,.,NA,.,SHELBY,'210,NA,NA,40,69,65,91,100,100,66
210905,TIMPSON ISD,2019,1526875,5460951,281577,317998,233570,11571,0,7832542,7832542,Traditional ISD/CSD,635.625,7,SHELBY COUNTY,0,156,90,18,414,0,0,678,B,87,B,87,B,89,B,82,N,N,NA,N,Y,.,.,678,484,71.4,23,3.4,80,11.8,0,0,.,.,.,.,.,.,.,.,.,NA,.,SHELBY,'210,NA,NA,43,72,80,95,100,100,66
210906,EXCELSIOR ISD,2019,477238,607456,6113,0,0,8000,0,1098807,1098807,Traditional ISD/CSD,77.270,7,SHELBY COUNTY,0,1,8,6,73,1,0,89,C,72,C,71,C,75,D,65,N,N,NA,N,Y,.,.,89,67,75.3,4,4.5,22,24.7,0,0,.,.,.,.,.,.,.,.,.,NA,.,SHELBY,'210,NA,NA,42,71,.,.,.,.,65
211901,TEXHOMA ISD,2019,966074,492573,97977,185,0,51596,0,1608405,1608405,Traditional ISD/CSD,90.680,16,SHERMAN COUNTY,0,0,101,1,69,1,0,172,A,90,B,80,B,85,A,100,N,N,NA,N,Y,.,.,111,73,65.8,47,42.3,13,11.7,.,0,.,.,.,.,.,.,.,.,.,NA,.,SHERMAN,'211,NA,NA,53,80,.,.,.,.,50
211902,STRATFORD ISD,2019,4723897,1793809,234076,644522,0,19850,2811,7416154,7418965,Traditional ISD/CSD,536.040,16,SHERMAN COUNTY,1,4,377,11,183,1,0,577,B,89,B,88,A,92,B,81,N,N,N,N,N,431,74.7,577,369,64,108,18.7,44,7.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,SHERMAN,'211,0,NA,48,80,78,95,97.9,90,73
212801,CUMBERLAND ACADEMY,2019,0,17612098,944223,0,0,-11711,0,18544610,18544610,Open Enrollment Charter,"1,823.810",7,SMITH COUNTY,70,258,533,75,1004,6,3,1949,C,76,C,78,C,70,C,71,N,Y,N,N,N,1512,77.7,1945,818,42.1,149,7.7,146,7.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,SMITH,'212,0,NA,46,78,.,.,98,95,66
212804,UT TYLER UNIVERSITY ACADEMY,2019,0,6779404,4493,0,0,0,0,6783897,6783897,Open Enrollment Charter,713.792,7,SMITH COUNTY,22,45,93,40,528,9,1,738,A,92,A,91,B,82,A,93,N,Y,N,N,N,631,85.5,738,154,20.9,13,1.8,49,6.6,0,0,0,0,424,57.5,.,.,.,.,.,NA,.,SMITH,'212,0,NA,63,91,.,.,100,100,71
212901,ARP ISD,2019,3917270,4334235,732786,1003950,37203,60395,0,10085839,10085839,Traditional ISD/CSD,807.549,7,SMITH COUNTY,7,125,101,47,587,2,0,869,B,86,B,84,B,85,B,88,N,N,N,N,N,654,75.5,866,482,55.7,27,3.1,78,9,0,0,0,0,0,0,.,.,.,.,.,NA,.,SMITH,'212,0,NA,50,82,55,83,97.3,90,66
212902,BULLARD ISD,2019,12488854,9152828,1703036,4953876,134394,45000,0,28477988,28477988,Traditional ISD/CSD,"2,427.613",7,SMITH COUNTY,11,98,180,65,2224,8,1,2587,A,92,A,92,A,91,A,91,N,N,N,N,N,1976,76.599999999999994,2580,872,33.8,64,2.5,274,10.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,SMITH,'212,0,NA,62,91,77,94,97.8,90,73
212903,LINDALE ISD,2019,15614240,17140090,1589613,4572124,132287,1531061,27797530,40579415,68376945,Traditional ISD/CSD,"3,873.049",7,SMITH COUNTY,50,212,704,186,2942,19,2,4115,A,92,A,93,A,93,B,89,N,N,N,N,N,3057,74.400000000000006,4111,1824,44.4,161,3.9,421,10.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,SMITH,'212,1,NA,65,91,79,95,98.2,95,79
212904,TROUP ISD,2019,4562645,6024806,563515,470736,43430,0,0,11665132,11665132,Traditional ISD/CSD,"1,036.387",7,SMITH COUNTY,6,119,140,32,800,4,1,1102,A,94,A,91,A,91,A,100,N,N,N,N,N,836,75.900000000000006,1101,608,55.2,48,4.4,78,7.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,SMITH,'212,0,NA,57,87,65,91,100,100,72
212905,TYLER ISD,2019,94848220,50014236,6454614,33605486,543712,2836496,0,188302764,188302764,Traditional ISD/CSD,"16,777.008",7,SMITH COUNTY,248,5018,8489,481,3849,40,5,18130,B,85,B,84,B,89,C,75,N,N,N,N,N,13143,72.599999999999994,18099,13588,75.1,3997,22.1,1440,8,381,2.1,0,0,0,0,.,.,.,.,.,NA,.,SMITH,'212,0,NA,44,75,63,91,97.7,90,66
212906,WHITEHOUSE ISD,2019,21922565,15339239,1607591,7346637,63450,26104,0,46305586,46305586,Traditional ISD/CSD,"4,512.850",7,SMITH COUNTY,160,605,687,227,3133,16,3,4831,A,91,A,91,A,91,A,91,N,N,N,N,N,3673,76.099999999999994,4827,2190,45.4,180,3.7,500,10.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,SMITH,'212,1,NA,63,91,66,92,96.6,90,76
212909,CHAPEL HILL ISD,2019,14429689,17352920,1076110,1454998,44783,47904,0,34406404,34406404,Traditional ISD/CSD,"3,258.990",7,SMITH COUNTY,30,598,1703,138,1063,2,2,3536,B,85,B,80,A,90,C,73,N,N,N,N,N,2601,73.599999999999994,3533,2847,80.6,792,22.4,385,10.9,152,4.3,0,0,0,0,.,.,.,.,.,NA,.,SMITH,'212,0,NA,41,71,68,92,93.1,75,63
212910,WINONA ISD,2019,4662959,5333111,335228,1839903,46245,2000,0,12219446,12219446,Traditional ISD/CSD,968.126,7,SMITH COUNTY,5,204,353,20,514,2,0,1098,C,77,C,76,B,80,C,71,N,N,N,N,N,791,72,1098,758,69,140,12.8,135,12.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,SMITH,'212,0,NA,38,67,54,82,94.8,80,63
213801,BRAZOS RIVER CHARTER SCHOOL,2019,0,2320888,92789,0,0,0,0,2413677,2413677,Open Enrollment Charter,209.825,11,SOMERVELL COUNTY,2,29,49,12,145,1,0,238,C,70,B,84,D,69,F,30,Y,Y,NA,N,Y,.,.,238,150,63,0,0,38,16,0,0,.,.,.,.,2,60,2,36,0,NA,.,SOMERVELL,'213,NA,NA,32,82,29,91,80,75,47
213901,GLEN ROSE ISD,2019,17408129,1361249,2330064,2295299,18641,36352,0,23449734,23449734,Traditional ISD/CSD,"1,763.556",11,SOMERVELL COUNTY,26,12,544,52,1209,14,0,1857,A,92,A,93,A,92,A,91,N,N,N,N,N,1370,74,1851,770,41.6,176,9.5,133,7.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,SOMERVELL,'213,0,NA,59,89,83,96,99.1,95,70
214901,RIO GRANDE CITY CISD,2019,12280146,78241876,1706204,4140500,3774720,13831625,789599,113975071,114764670,Traditional ISD/CSD,"9,486.647",1,STARR COUNTY,16,1,10155,1,11,0,0,10184,B,87,B,85,B,89,B,81,N,N,N,N,N,7642,75.400000000000006,10133,9122,90,7270,71.7,1009,10,503,5,0,0,0,0,.,.,.,.,.,NA,.,STARR,'214,0,NA,44,75,68,92,97.3,90,68
214902,SAN ISIDRO ISD,2019,2188761,813674,103629,210074,0,64270,0,3380408,3380408,Traditional ISD/CSD,207.363,1,STARR COUNTY,0,0,220,0,3,0,0,223,B,87,B,85,B,89,B,81,N,N,N,N,N,177,79.400000000000006,223,179,80.3,31,13.9,37,16.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,STARR,'214,0,NA,41,71,63,91,100,100,58
214903,ROMA ISD,2019,5407781,49454223,1767785,1900392,4343174,329500,0,63202855,63202855,Traditional ISD/CSD,"5,753.229",1,STARR COUNTY,0,0,6224,0,14,0,0,6238,A,90,B,84,A,92,B,85,N,N,N,N,N,4500,72.400000000000006,6214,5405,87,4595,73.9,434,7,0,0,0,0,0,0,.,.,.,.,.,NA,.,STARR,'214,1,NA,52,83,72,93,92.8,70,66
215901,BRECKENRIDGE ISD,2019,5941297,7397342,502246,30469,23027,4780,74075,13899161,13973236,Traditional ISD/CSD,"1,344.460",14,STEPHENS COUNTY,8,17,493,24,917,22,0,1481,B,84,B,80,B,87,C,76,N,N,N,N,N,1111,75.2,1478,925,62.6,119,8.1,161,10.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,STEPHENS,'215,0,NA,40,70,65,91,94.1,80,61
216901,STERLING CITY ISD,2019,3137401,5521805,218595,1016765,1001257,41755,0,10937578,10937578,Traditional ISD/CSD,304.913,15,STERLING COUNTY,0,3,144,5,175,0,0,327,A,90,A,90,B,87,B,89,N,N,N,N,N,273,84.8,322,140,43.5,24,7.5,46,14.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,STERLING,'216,0,NA,49,81,70,93,100,100,63
217901,ASPERMONT ISD,2019,1738599,798628,187292,619965,9898,42294,0,3396676,3396676,Traditional ISD/CSD,200.538,14,STONEWALL COUNTY,7,4,63,4,146,0,0,224,B,89,B,88,B,89,B,88,N,N,N,N,N,158,70.5,224,101,45.1,4,1.8,20,8.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,STONEWALL,'217,0,NA,45,76,77,94,100,100,70
218901,SONORA ISD,2019,5499873,3619091,897112,0,0,38313,0,10054389,10054389,Traditional ISD/CSD,740.502,15,SUTTON COUNTY,1,0,581,6,220,0,0,808,A,94,A,90,A,91,A,100,N,N,N,N,N,590,73.599999999999994,802,471,58.7,108,13.5,74,9.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,SUTTON,'218,0,NA,53,84,69,92,100,100,69
219901,HAPPY ISD,2019,814371,2034636,137720,0,0,6749,0,2993476,2993476,Traditional ISD/CSD,242.513,16,SWISHER COUNTY,0,4,46,5,204,0,0,259,A,93,A,94,A,93,B,89,N,N,N,N,N,200,77.5,258,104,40.3,13,5,24,9.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,SWISHER,'219,1,NA,58,88,89,97,100,100,66
219903,TULIA ISD,2019,1760416,9684555,957610,391367,0,105705,0,12899653,12899653,Traditional ISD/CSD,980.616,16,SWISHER COUNTY,1,106,697,14,271,3,2,1094,C,76,D,68,B,82,D,61,N,N,N,N,N,805,73.900000000000006,1090,869,79.7,82,7.5,109,10,0,0,0,0,0,0,.,.,.,.,.,NA,.,SWISHER,'219,0,NA,34,59,46,75,92.5,70,71
219905,KRESS ISD,2019,1041916,1631851,68779,223030,3855,17016,0,2986447,2986447,Traditional ISD/CSD,239.805,16,SWISHER COUNTY,0,16,140,0,95,0,5,256,B,86,B,87,B,89,C,78,N,N,N,N,N,189,74.099999999999994,255,176,69,16,6.3,19,7.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,SWISHER,'219,0,NA,44,75,70,93,100,100,71
220801,TREETOPS SCHOOL INTERNATIONAL,2019,0,3089352,58752,0,0,0,0,3148104,3148104,Open Enrollment Charter,367.441,11,TARRANT COUNTY,21,35,80,31,220,1,3,391,B,81,B,82,B,82,C,79,N,Y,NA,N,Y,.,.,391,74,18.9,2,0.5,20,5.1,0,0,.,.,.,.,.,.,.,.,.,NA,.,TARRANT,'220,NA,NA,62,91,31,64,100,100,72
220802,ARLINGTON CLASSICS ACADEMY,2019,0,12880866,964485,0,0,0,0,13845351,13845351,Open Enrollment Charter,"1,505.816",11,TARRANT COUNTY,187,332,309,84,633,3,2,1550,A,94,A,92,B,85,A,97,N,Y,N,N,N,1019,65.7,1550,311,20.1,93,6,57,3.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,NA,NA,67,92,.,.,100,100,72
220809,FORT WORTH ACADEMY OF FINE ARTS,2019,0,4787511,126419,0,0,0,0,4913930,4913930,Open Enrollment Charter,551.282,11,TARRANT COUNTY,18,61,114,34,350,0,0,577,A,95,A,94,C,79,A,97,N,Y,N,N,N,576,100,576,51,8.9,8,1.4,27,4.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,66,92,76,94,100,100,69
220810,WESTLAKE ACADEMY CHARTER SCHOOL,2019,0,6972910,1903725,0,0,90000,0,8966635,8966635,Open Enrollment Charter,847.796,11,TARRANT COUNTY,140,44,115,51,526,3,0,879,A,98,A,97,B,88,A,100,N,Y,NA,N,Y,.,.,879,19,2.2,10,1.1,34,3.9,0,0,.,.,.,.,.,.,.,.,.,NA,.,TARRANT,'220,NA,NA,77,94,97,99,100,100,78
220811,EAST FORT WORTH MONTESSORI ACADEMY,2019,0,2531762,213749,0,0,0,0,2745511,2745511,Open Enrollment Charter,250.068,11,TARRANT COUNTY,10,147,117,6,22,0,0,302,D,69,D,67,D,69,D,68,N,Y,NA,N,Y,.,.,302,225,74.5,85,28.1,11,3.6,0,0,.,.,.,.,.,.,.,.,.,NA,.,TARRANT,'220,NA,NA,39,67,.,.,.,.,60
220814,TEXAS SCHOOL OF THE ARTS,2019,0,2749872,105625,0,0,0,0,2855497,2855497,Open Enrollment Charter,317.601,11,TARRANT COUNTY,13,81,94,26,117,1,0,332,B,87,A,90,C,75,C,79,N,Y,NA,N,Y,.,.,332,5,1.5,35,10.5,17,5.1,.,0,.,.,.,.,.,.,.,.,.,NA,.,TARRANT,'220,NA,NA,60,90,.,.,.,.,72
220815,CHAPEL HILL ACADEMY,2019,0,5510148,412178,0,0,0,0,5922326,5922326,Open Enrollment Charter,589.800,11,TARRANT COUNTY,12,368,159,41,63,3,1,647,D,67,D,69,D,66,D,63,N,Y,NA,N,Y,.,.,647,418,64.6,38,5.9,48,7.4,0,0,.,.,.,.,.,.,.,.,.,NA,.,TARRANT,'220,NA,NA,40,69,.,.,.,.,56
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,2019,0,26018036,260701,0,0,0,0,26278737,26278737,Open Enrollment Charter,"2,768.630",11,TARRANT COUNTY,105,1155,894,130,710,6,5,3005,B,86,B,87,B,82,B,85,N,Y,N,N,N,2048,68.2,3005,1382,46,467,15.5,172,5.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,47,79,62,91,98.6,95,67
220819,HIGH POINT ACADEMY,2019,0,11735832,390804,0,0,0,0,12126636,12126636,Open Enrollment Charter,"1,324.839",11,TARRANT COUNTY,40,199,343,89,721,5,4,1401,C,73,C,73,F,59,C,72,N,Y,N,N,N,841,60,1401,359,25.6,75,5.4,114,8.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,42,73,.,.,100,100,62
220901,ARLINGTON ISD,2019,286463214,186219241,19014894,91939883,1545106,310,3844,585182648,585186492,Traditional ISD/CSD,"54,759.050",11,TARRANT COUNTY,3595,14883,27878,1673,11519,241,111,59900,B,86,C,79,B,88,B,80,N,N,N,N,N,44107,73.8,59783,43504,72.8,16800,28.1,5287,8.8,407,0.7,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,46,78,58,88,89.2,65,69
220902,BIRDVILLE ISD,2019,102615523,86349838,13118604,41238842,1074164,43807,3461119,244440778,247901897,Traditional ISD/CSD,"21,959.523",11,TARRANT COUNTY,1157,2088,10101,811,9247,123,87,23614,B,89,B,87,B,89,B,89,N,N,N,N,N,17691,75.2,23518,13741,58.4,5024,21.4,2313,9.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,54,85,60,90,95.3,85,69
220904,EVERMAN ISD,2019,16001105,38642929,1141307,4464589,2661091,800000,0,63711021,63711021,Traditional ISD/CSD,"5,660.351",11,TARRANT COUNTY,41,2283,3485,103,238,12,12,6174,B,80,C,77,B,82,C,75,N,N,N,N,N,4604,74.7,6166,5633,91.4,1782,28.9,535,8.7,210,3.4,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,41,71,49,77,96.3,90,67
220905,FORT WORTH ISD,2019,378974397,320565484,27757058,105287041,1936825,47229682,0,881750487,881750487,Traditional ISD/CSD,"76,830.584",11,TARRANT COUNTY,1509,18647,53290,1372,9515,114,63,84510,C,79,C,73,B,83,C,71,N,N,N,N,N,60516,71.8,84332,72355,85.8,27662,32.8,7628,9,1244,1.5,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,39,69,53,80,88.9,65,63
220906,GRAPEVINE-COLLEYVILLE ISD,2019,95156498,11480148,22943239,56036252,374949,174612,0,186165698,186165698,Traditional ISD/CSD,"13,117.797",11,TARRANT COUNTY,1391,814,3332,751,7574,57,22,13941,A,92,A,93,B,89,B,89,N,N,N,N,N,10912,78.599999999999994,13885,3436,24.7,1316,9.5,1148,8.3,316,2.3,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,64,91,78,95,98.2,95,72
220907,KELLER ISD,2019,209853079,76934354,18489621,62570049,1422820,0,17792595,369269923,387062518,Traditional ISD/CSD,"33,233.836",11,TARRANT COUNTY,2792,2872,7249,1313,20596,190,76,35088,B,89,A,92,B,88,B,89,N,N,N,N,N,27273,77.900000000000006,34999,9678,27.7,3084,8.8,3564,10.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,62,91,74,94,97.2,90,74
220908,MANSFIELD ISD,2019,141595997,132137429,20602499,68968824,1413958,419209,0,365137916,365137916,Traditional ISD/CSD,"33,399.572",11,TARRANT COUNTY,2620,10603,9112,1687,11114,115,42,35293,A,90,A,90,A,90,A,91,N,N,N,N,N,27558,78.3,35198,15236,43.3,3605,10.2,3209,9.1,170,0.5,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,60,90,65,91,96.7,90,74
220910,LAKE WORTH ISD,2019,11592771,19700567,1206117,4992889,1040808,450465,0,38983617,38983617,Traditional ISD/CSD,"3,087.963",11,TARRANT COUNTY,33,601,1949,97,658,25,8,3371,C,70,C,71,C,74,D,60,N,N,N,N,N,2476,73.5,3367,2723,80.9,679,20.2,327,9.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,32,57,45,74,98.8,95,62
220912,CROWLEY ISD,2019,72552236,55850105,6188310,31735757,688499,2012226,0,169027133,169027133,Traditional ISD/CSD,"14,387.694",11,TARRANT COUNTY,697,7032,5061,599,2238,68,33,15728,B,83,B,81,B,85,C,79,N,N,N,N,N,11751,74.900000000000006,15686,10687,68.1,2572,16.4,1540,9.8,75,0.5,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,42,73,58,88,95.5,85,66
220914,KENNEDALE ISD,2019,16387851,10603212,1831613,3991387,122942,0,0,32937005,32937005,Traditional ISD/CSD,"2,897.749",11,TARRANT COUNTY,120,755,744,147,1290,11,7,3074,B,88,B,87,B,89,B,86,N,N,N,N,N,2430,79.2,3068,1363,44.4,253,8.2,250,8.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,53,84,69,92,95.5,85,72
220915,AZLE ISD,2019,32559410,23719575,2480993,4576043,138849,0,5028027,63474870,68502897,Traditional ISD/CSD,"6,156.121",11,TARRANT COUNTY,31,69,1494,218,4736,29,1,6578,B,88,B,88,B,85,B,87,N,N,N,N,N,4959,75.5,6567,2999,45.7,342,5.2,637,9.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,51,82,63,91,99.5,95,66
220916,HURST-EULESS-BEDFORD ISD,2019,138271340,51815383,12002958,31563525,682929,1556025,0,235892160,235892160,Traditional ISD/CSD,"22,294.303",11,TARRANT COUNTY,1751,4756,7218,1284,8000,96,581,23686,A,92,A,92,A,92,A,92,N,N,N,N,N,17608,74.5,23624,13248,56.1,3640,15.4,2292,9.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,1,NA,60,90,69,92,98.8,95,73
220917,CASTLEBERRY ISD,2019,8486429,26054733,2003932,1648226,1697881,1718,0,39892919,39892919,Traditional ISD/CSD,"3,472.883",11,TARRANT COUNTY,15,56,3048,52,605,6,1,3783,B,83,C,78,B,85,C,77,N,N,N,N,N,2810,74.3,3780,3124,82.6,1235,32.7,366,9.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,41,71,54,82,95.8,85,66
220918,EAGLE MT-SAGINAW ISD,2019,107990904,65335509,9045375,34783636,836885,47765,59194503,218040074,277234577,Traditional ISD/CSD,"18,915.798",11,TARRANT COUNTY,884,2382,7724,846,8074,84,60,20054,B,88,B,88,B,85,B,88,N,N,N,N,N,15378,76.900000000000006,19994,8867,44.3,2160,10.8,1845,9.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,52,83,63,91,97.7,90,69
220919,CARROLL ISD,2019,57828076,8582803,17335387,30008711,177714,50250,13311005,113982941,127293946,Traditional ISD/CSD,"7,915.916",11,TARRANT COUNTY,1494,167,829,425,5426,19,6,8366,A,97,A,98,A,92,A,96,N,N,N,N,N,6593,79,8344,107,1.3,208,2.5,621,7.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,1,NA,82,96,93,98,100,100,81
220920,WHITE SETTLEMENT ISD,2019,20807057,32181753,4039682,9834406,2354681,758034,0,69975613,69975613,Traditional ISD/CSD,"6,353.297",11,TARRANT COUNTY,89,630,2834,314,2936,29,10,6842,B,83,B,82,B,83,B,82,N,N,N,N,N,5150,75.3,6836,3919,57.3,820,12,647,9.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,TARRANT,'220,0,NA,48,80,54,82,95.5,85,65
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,2019,0,105737295,3721505,0,0,0,0,109458800,109458800,Open Enrollment Charter,"11,465.715",14,TAYLOR COUNTY,818,1918,3654,545,5114,51,16,12116,B,89,B,87,B,89,B,89,N,Y,N,N,N,8495,70.099999999999994,12116,4611,38.1,1331,11,868,7.2,639,5.3,0,0,0,0,.,.,.,.,.,NA,.,TAYLOR,'221,0,NA,53,84,86,97,93.6,75,70
221901,ABILENE ISD,2019,48892126,73486234,5453296,7688451,1772755,29129,937894,137321991,138259885,Traditional ISD/CSD,"15,067.673",14,TAYLOR COUNTY,297,2263,7341,723,5939,57,25,16645,B,85,B,85,B,89,C,77,N,N,N,N,N,11842,71.8,16484,11409,69.2,969,5.9,2114,12.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,TAYLOR,'221,0,NA,44,75,67,92,96.9,90,67
221904,MERKEL ISD,2019,4666330,6374192,277511,1007867,26719,105212,0,12457831,12457831,Traditional ISD/CSD,"1,025.227",14,TAYLOR COUNTY,0,15,305,38,778,3,1,1140,B,85,B,85,B,86,B,83,N,N,N,N,N,829,72.900000000000006,1137,694,61,24,2.1,167,14.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,TAYLOR,'221,0,NA,44,75,62,91,98.8,95,70
221905,TRENT ISD,2019,1577890,308704,249383,415969,3487,41144,0,2596577,2596577,Traditional ISD/CSD,150.468,14,TAYLOR COUNTY,1,1,17,0,148,0,4,171,B,85,B,86,B,89,C,75,N,N,NA,N,Y,.,.,171,109,63.7,0,0,23,13.5,0,0,.,.,.,.,.,.,.,.,.,NA,.,TAYLOR,'221,NA,NA,40,69,86,97,100,100,64
221911,JIM NED CISD,2019,4516456,7188549,2572791,710846,17575,126670,0,15132887,15132887,Traditional ISD/CSD,"1,191.381",14,TAYLOR COUNTY,2,8,140,23,1077,4,0,1254,A,92,A,93,B,83,A,90,N,N,N,N,N,947,75.8,1250,294,23.5,1,0.1,135,10.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,TAYLOR,'221,0,NA,60,90,73,93,100,100,70
221912,WYLIE ISD,2019,21098329,11122565,2552472,4909864,47771,638537,0,40369538,40369538,Traditional ISD/CSD,"4,322.496",14,TAYLOR COUNTY,118,196,890,179,3189,16,12,4600,A,93,A,95,A,91,B,88,N,N,N,N,N,3372,73.5,4586,943,20.6,77,1.7,320,7,0,0,0,0,0,0,.,.,.,.,.,NA,.,TAYLOR,'221,0,NA,68,92,86,97,99.2,95,76
222901,TERRELL COUNTY ISD,2019,1517866,250020,471560,1076259,9304,0,0,3325009,3325009,Traditional ISD/CSD,112.388,18,TERRELL COUNTY,3,2,70,3,43,0,0,121,B,86,B,84,B,81,B,89,N,N,NA,N,Y,.,.,121,60,49.6,4,3.3,14,11.6,0,0,.,.,.,.,.,.,.,.,.,NA,.,TERRELL,'222,NA,NA,50,77,53,84,100,100,71
